id,correct,red_flag_correct_count,differential_correct_count,red_flag_correct_any_count,red_flag_correct_bot_count,red_flag_correct_user_count,differential_correct_any_count,differential_correct_bot_count,differential_correct_user_count,red_flag_correct,differential_correct,red_flag_correct_any,red_flag_correct_bot,red_flag_correct_user,differential_correct_any,differential_correct_bot,differential_correct_user
466167,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466159,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466155,False,1,2,0,,0,0,,0,True,True,False,False,False,False,False,False
466154,False,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
466142,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466132,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465627,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466131,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465644,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465645,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465804,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465799,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465791,True,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465777,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465762,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465753,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465721,False,0,0,0,,0,1,,1,False,False,False,False,False,True,False,True
467719,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
467722,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465713,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465710,False,1,2,1,,1,1,,1,True,True,True,False,True,True,False,True
465690,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465678,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465675,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465673,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465672,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465654,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
467814,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466126,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466109,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466104,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465860,False,0,0,0,,0,1,,1,False,False,False,False,False,True,False,True
465853,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465838,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465832,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465819,False,1,2,1,,1,2,,2,True,True,True,False,True,True,False,True
465816,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465815,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465814,False,2,2,0,,0,0,,0,True,True,False,False,False,False,False,False
465805,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465778,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465748,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465735,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465729,False,1,3,0,,0,0,,0,True,True,False,False,False,False,False,False
465722,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465715,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465709,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465676,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465885,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465887,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465908,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465913,True,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
466098,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466087,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466083,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466079,False,2,2,1,,1,1,,1,True,True,True,False,True,True,False,True
466069,False,2,2,0,,0,0,,0,True,True,False,False,False,False,False,False
466044,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466043,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466042,False,2,2,2,,2,2,,2,True,True,True,False,True,True,False,True
465811,True,0,2,0,,0,0,,0,False,True,False,False,False,False,False,False
466040,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466015,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466007,False,0,0,0,,0,1,,1,False,False,False,False,False,True,False,True
465995,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465986,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465984,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465936,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465927,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465918,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466033,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465842,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
467714,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465843,True,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
465951,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465961,False,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
465964,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465966,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465970,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465980,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465987,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466011,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466019,True,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
466025,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466026,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466046,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466059,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466100,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466106,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466118,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466157,False,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465931,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465884,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465870,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465863,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465647,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465651,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465658,True,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
465663,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465669,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465683,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465685,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465704,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466163,True,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
465708,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465740,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465746,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465781,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465800,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465813,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465850,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465855,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465861,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465733,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465997,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466164,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466178,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466005,False,2,2,2,,2,2,,2,True,True,True,False,True,True,False,True
466003,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465998,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465975,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465962,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465960,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465950,True,0,0,1,,1,1,,1,False,False,True,False,True,True,False,True
465944,False,0,0,1,,1,3,,3,False,False,True,False,True,True,False,True
465933,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465919,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465905,True,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465902,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465899,True,0,2,0,,0,0,,0,False,True,False,False,False,False,False,False
465879,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465877,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465864,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465848,True,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
466027,False,1,2,0,,0,0,,0,True,True,False,False,False,False,False,False
466039,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466051,True,1,2,0,,0,0,,0,True,True,False,False,False,False,False,False
466055,True,1,2,1,,1,2,,2,True,True,True,False,True,True,False,True
466184,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466189,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466199,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466207,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466215,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466225,True,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
466221,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466902,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466168,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466180,True,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
466160,True,1,1,3,,3,4,,4,True,True,True,False,True,True,False,True
466153,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466121,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466120,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466115,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466113,False,0,1,1,,1,1,,1,False,True,True,False,True,True,False,True
466112,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466085,True,1,2,0,,0,0,,0,True,True,False,False,False,False,False,False
466172,True,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465985,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465967,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
465977,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466010,True,0,0,0,,0,1,,1,False,False,False,False,False,True,False,True
466012,False,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
466045,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466049,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466056,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466057,False,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
466058,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
466072,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466073,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466074,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466078,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466084,False,2,4,2,,2,2,,2,True,True,True,False,True,True,False,True
466089,False,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
466093,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466119,False,0,2,0,,0,1,,1,False,True,False,False,False,True,False,True
466009,True,1,1,1,,1,1,,1,True,True,True,False,True,True,False,True
466123,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
466000,False,3,4,0,,0,0,,0,True,True,False,False,False,False,False,False
465954,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
465794,True,1,2,0,,0,1,,1,True,True,False,False,False,True,False,True
465798,False,1,1,2,,2,2,,2,True,True,True,False,True,True,False,True
465817,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465829,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465836,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465849,False,0,0,1,,1,2,,2,False,False,True,False,True,True,False,True
465851,False,0,0,0,,0,1,,1,False,False,False,False,False,True,False,True
465868,False,1,2,0,,0,1,,1,True,True,False,False,False,True,False,True
465878,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465886,False,0,0,0,,0,1,,1,False,False,False,False,False,True,False,True
465895,True,0,0,1,,1,2,,2,False,False,True,False,True,True,False,True
465926,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465934,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
465942,False,3,5,3,,3,6,,6,True,True,True,False,True,True,False,True
465949,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
465979,True,0,1,0,,0,1,,1,False,True,False,False,False,True,False,True
465790,False,1,2,1,,1,1,,1,True,True,True,False,True,True,False,True
466149,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466216,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466117,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466110,False,0,1,0,,0,0,,0,False,True,False,False,False,False,False,False
466107,True,2,3,2,,2,3,,3,True,True,True,False,True,True,False,True
466105,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466102,True,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466097,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466064,False,0,0,2,,2,2,,2,False,False,True,False,True,True,False,True
466063,False,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
466036,False,0,0,0,,0,0,,0,False,False,False,False,False,False,False,False
466028,True,1,1,0,,0,0,,0,True,True,False,False,False,False,False,False
